Scenario,Product,Product_Name,ProductID,Entity Found,Submit Status,MissingChannels
Delivery 3,NEW products,Zinger® Burger Combo,32880,YES,Success,
Delivery 3,NEW products,Double Tender™ Burger,32886,YES,Success,
Delivery 3,NEW products,Zinger® Bacon & Cheese Burger,32887,YES,Success,
Delivery 3,NEW products,Zinger® Crunch Burger™,32888,YES,Success,
Delivery 3,NEW products,Original Crispy Burger,32889,YES,Success,
Delivery 3,NEW products,Original Crispy Bacon & Cheese Burger,32890,YES,Success,
Delivery 3,NEW products,Original Crispy BBQ Bacon Stacker® Burger,32891,YES,Success,
Delivery 3,NEW products,Zinger Stacker® Burger,32892,YES,Success,
Delivery 3,NEW products,Original Pepper Mayo Slider,32897,YES,Success,
Delivery 3,NEW products,Original BBQ Slider,32898,YES,Success,
Delivery 3,NEW products,Original Crunch Twister® ,32899,YES,Success,
Delivery 3,NEW products,Zinger® Crunch Twister®  ,32900,YES,Success,
Delivery 3,NEW products,"Original Supercharged Slider ",32901,YES,Success,
Delivery 3,NEW products,Regular Potato & Gravy,32904,YES,Success,
Delivery 3,NEW products,Large Potato & Gravy,32905,YES,Success,
Delivery 3,NEW products,Regular Coleslaw,32906,YES,Success,
Delivery 3,NEW products,Large Coleslaw,32907,YES,Success,
Delivery 3,NEW products,Regular Gravy,32908,YES,Success,
Delivery 3,NEW products,Crunchy Jalapeno Slaw,32909,YES,Success,
Delivery 3,NEW products,Dinner Roll,32910,YES,Success,
Delivery 3,NEW products,Double Chocolate Mousse,32911,YES,Success,
Delivery 3,NEW products,Original Tenders™ Crunch Bowl,32912,YES,Success,
Delivery 3,NEW products,Zinger® Crunch Bowl,32913,YES,Success,
Delivery 3,NEW products,Go Bucket® 2 Wicked Wings®,32914,YES,Success,
Delivery 3,NEW products,Go Bucket® 1 Original Tender™,32915,YES,Success,
Delivery 3,NEW products,Go Bucket® Popcorn Chicken®,32916,YES,Success,
Delivery 3,NEW products,Go Bucket® 3 Nuggets,32917,YES,Success,
Delivery 3,NEW products,1 Piece of Chicken,32922,YES,Success,
Delivery 3,NEW products,6 Pieces of Chicken,32923,YES,Success,
Delivery 3,NEW products,21 Pieces of Chicken,32924,YES,Success,
Delivery 3,NEW products,3 Wicked Wings®,32925,YES,Success,
Delivery 3,NEW products,6 Wicked Wings®,32926,YES,Success,
Delivery 3,NEW products,10 Wicked Wings®,32927,YES,Success,
Delivery 3,NEW products,Zinger® Fillet Piece,32928,YES,Success,
Delivery 3,NEW products,Original Crispy Fillet Piece,32929,YES,Success,
Delivery 3,NEW products,3 Pieces Hot & Crispy™,32930,YES,Success,
Delivery 3,NEW products,"6 Pieces Hot & Crispy™ ",32931,YES,Success,
Delivery 3,NEW products,3 Original Tenders™,32932,YES,Success,
Delivery 3,NEW products,5 Original Tenders™,32933,YES,Success,
Delivery 3,NEW products,6 Nuggets,32934,YES,Success,
Delivery 3,NEW products,10 Nuggets,32935,YES,Success,
Delivery 3,NEW products,Regular Popcorn Chicken®,32936,YES,Success,
Delivery 3,NEW products,Maxi Popcorn Chicken®,32937,YES,Success,
Delivery 3,NEW products,Snack Popcorn Chicken®,32938,YES,Success,
Delivery 3,NEW products,Double Tender™ Burger Combo,32939,YES,Success,
Delivery 3,NEW products,Zinger Stacker® Burger Combo,32940,YES,Success,
Delivery 3,NEW products,Original Crispy Burger Combo,32941,YES,Success,
Delivery 3,NEW products,"Zinger® Crunch Burger™ Combo ",32942,YES,Success,
Delivery 3,NEW products,Original Crispy Bacon & Cheese Burger Combo,32943,YES,Success,
Delivery 3,NEW products,Original Crispy BBQ Bacon Stacker® Burger Combo,32944,YES,Success,
Delivery 3,NEW products,Zinger® Bacon & Cheese Burger Combo,32945,YES,Success,
Delivery 3,NEW products,Original Crunch Twister® Combo,32946,YES,Success,
Delivery 3,NEW products,"Zinger® Crunch Twister® Combo ",32947,YES,Success,
Delivery 3,NEW products,Zinger® Crunch Bowl Combo,32948,YES,Success,
Delivery 3,NEW products,Original Tenders™ Crunch Bowl Combo,32949,YES,Success,
Delivery 3,NEW products,Kids Meal with BBQ Slider,32950,YES,Success,
Delivery 3,NEW products,Kids Meal with Nuggets,32951,YES,Success,
Delivery 3,NEW products,Kids Meal with Snack Popcorn Chicken®,32952,YES,Success,
Delivery 3,NEW products,Regular Popcorn Chicken® Combo,32954,YES,Success,
Delivery 3,NEW products,Maxi Popcorn Chicken® Combo,32955,YES,Success,
Delivery 3,NEW products,6 Wicked Wings® Combo,32956,YES,Success,
Delivery 3,NEW products,Snack Popcorn Chicken® Combo,32957,YES,Success,
Delivery 3,NEW products,10 Wicked Wings® Combo,32958,YES,Success,
Delivery 3,NEW products,3 Wicked Wings® Combo,32959,YES,Success,
Delivery 3,NEW products,"3 Pieces Combo Hot & Crispy™ ",32960,YES,Success,
Delivery 3,NEW products,"6 Pieces Combo Hot & Crispy™ ",32961,YES,Success,
Delivery 3,NEW products,6 Nugget Combo,32962,YES,Success,
Delivery 3,NEW products,10 Nugget Combo,32963,YES,Success,
Delivery 3,NEW products,3 Original Tenders™ Combo,32964,YES,Success,
Delivery 3,NEW products,5 Original Tenders™ Combo,32965,YES,Success,
Delivery 3,NEW products,Zinger® Burger Box Hot & Crispy™,32966,YES,Success,
Delivery 3,NEW products,Zinger® Burger Box Hot & Crispy™,33017,YES,Success,
Delivery 3,NEW products,"Zinger Stacker® Burger Box Hot & Crispy™ ",32967,YES,Success,
Delivery 3,NEW products,"Zinger Stacker® Burger Box Hot & Crispy™ ",33018,YES,Success,
Delivery 3,NEW products,"Zinger® Crunch Burger™ Box Hot & Crispy™ ",32968,YES,Success,
Delivery 3,NEW products,"Zinger® Crunch Burger™ Box Hot & Crispy™ ",33019,YES,Success,
Delivery 3,NEW products,Original Crunch Twister® Box,32969,YES,Success,
Delivery 3,NEW products,Original Crunch Twister® Box,33020,YES,Success,
Delivery 3,NEW products,Zinger® Crunch Twister® Box,32970,YES,Success,
Delivery 3,NEW products,Zinger® Crunch Twister® Box,33021,YES,Success,
Delivery 3,NEW products,Original Crispy Burger Box,32971,YES,Success,
Delivery 3,NEW products,Original Crispy Burger Box,33011,YES,Success,
Delivery 3,NEW products,Original Crispy Bacon & Cheese Burger Box,32972,YES,Success,
Delivery 3,NEW products,Original Crispy Bacon & Cheese Burger Box,33012,YES,Success,
Delivery 3,NEW products,Original Crispy BBQ Bacon Stacker® Burger Box,32973,YES,Success,
Delivery 3,NEW products,Original Crispy BBQ Bacon Stacker® Burger Box,33013,YES,Success,
Delivery 3,NEW products,"Zinger® Bacon & Cheese Burger Box Hot & Crispy™ ",32974,YES,Success,
Delivery 3,NEW products,"Zinger® Bacon & Cheese Burger Box Hot & Crispy™ ",33022,YES,Success,
Delivery 3,NEW products,3 Piece Box,32975,YES,Success,
Delivery 3,NEW products,3 Piece Box,33014,YES,Success,
Delivery 3,NEW products,Original Tenders™ Box,32976,YES,Success,
Delivery 3,NEW products,Original Tenders™ Box,33015,YES,Success,
Delivery 3,NEW products,Favourites Box,32977,YES,Success,
Delivery 3,NEW products,Favourites Box,33016,YES,Success,
Delivery 3,NEW products,Family Feast,32978,YES,Success,
Delivery 3,NEW products,Burger Feast,32981,YES,Success,
Delivery 3,NEW products,Burger Feast,33210,YES,Success,
Delivery 3,NEW products,Value Feast,32982,YES,Success,
Delivery 3,NEW products,Value Feast,33009,YES,Success,
Delivery 3,NEW products,21 Pieces of Chicken - SA/WA,33001,YES,Success,
Delivery 3,NEW products,Giant Feast,33104,YES,Success,
Delivery 3,NEW products,NEW Mega Chicken Box,33105,YES,Success,
Delivery 3,NEW products,NEW Mega Chicken Box,33212,YES,Success,
Delivery 3,NEW products,NEW Mega Burger Feast,33206,YES,Success,
Delivery 3,NEW products,Giant Feast - SA/WA,33208,YES,Success,
Delivery 3,NEW products,3 Pieces of Chicken,33214,YES,Success,
Delivery 3,NEW products,3 Piece Combo,33215,YES,Success,
Delivery 3,NEW products,Go Bucket® Hot & Crispy™,33216,YES,Success,
Delivery 3,NEW products,4 Dipping Sauces,33218,YES,Success,
Delivery 3,NEW products,Bottled Water,33219,YES,Success,
Delivery 3,NEW products,Sparkling Water,33220,YES,Success,
Delivery 3,NEW products,Apple Juice,33221,YES,Success,
Delivery 3,NEW products,Lipton Peach Ice Tea,33222,YES,Success,
Delivery 3,NEW products,Spicy Mango Lemonade~,33223,YES,Success,
Delivery 3,NEW products,Sparkling Raspberry Lemonade~,33224,YES,Success,
Delivery 3,NEW products,Iced Latte,33225,YES,Success,
Delivery 3,NEW products,Watermelon Boba Refresher~,33226,YES,Success,
Delivery 3,NEW products,Cherry Boba Refresher~,33227,YES,Success,
Delivery 3,NEW products,Caramel Krunch Shake,33228,YES,Success,
Delivery 3,NEW products,Chocolate Krunch Shake,33229,YES,Success,
Delivery 3,NEW products,Coconut Mango Krunch Shake,33230,YES,Success,
Delivery 3,NEW products,Iced Mocha Koffee Krunch,33231,YES,Success,
Delivery 3,NEW products,Iced Caramel Koffee Krunch,33232,YES,Success,
Delivery 3,NEW products,Family Feast,33006,YES,Success,
Delivery 3,NEW products,Giant Feast - SB,33207,YES,Success,
Delivery 3,NEW products,Giant Feast - SB SA,33209,YES,Success,
Delivery 3,NEW products,Double Tender™ Burger Box,33213,YES,Success,
Delivery 3,NEW products,Large Coleslaw(4x110g),33217,YES,Success,
Delivery 4,NEW Items,Tomato Dip,43810,YES,Success,
Delivery 4,NEW Items,Regular Pepsi^,43811,YES,Success,
Delivery 4,NEW Items,Regular Pepsi^,43849,YES,Success,
Delivery 4,NEW Items,BBQ Dip,43819,YES,Success,
Delivery 4,NEW Items,Supercharged Dip,43820,YES,Success,
Delivery 4,NEW Items,Sweet Chilli Dip,43821,YES,Success,
Delivery 4,NEW Items,Sweet & Sour Dip,43822,YES,Success,
Delivery 4,NEW Items,Aioli Dip,43823,YES,Success,
Delivery 4,NEW Items,LargePepsi^,43827,YES,Success,
Delivery 4,NEW Items,LargePepsi^,43850,YES,Success,
Delivery 4,NEW Items,1.25L Pepsi^,43828,YES,Success,
Delivery 4,NEW Items,Regular Pepsi Max^,43829,YES,Success,
Delivery 4,NEW Items,Large Pepsi Max^,43830,YES,Success,
Delivery 4,NEW Items,Large Pepsi Max^,43848,YES,Success,
Delivery 4,NEW Items,1.25L Pepsi Max^,43831,YES,Success,
Delivery 4,NEW Items,Regular 7Up,43832,YES,Success,
Delivery 4,NEW Items,Large 7Up,43833,YES,Success,
Delivery 4,NEW Items,1.25L 7Up,43834,YES,Success,
Delivery 4,NEW Items,Regular Mountain Dew,43835,YES,Success,
Delivery 4,NEW Items,Regular Mountain Dew,43851,YES,Success,
Delivery 4,NEW Items,Large Mountain Dew,43836,YES,Success,
Delivery 4,NEW Items,Large Mountain Dew,43852,YES,Success,
Delivery 4,NEW Items,1.25L Mountain Dew,43837,YES,Success,
Delivery 4,NEW Items,Regular Solo,43838,YES,Success,
Delivery 4,NEW Items,Regular Solo,43853,YES,Success,
Delivery 4,NEW Items,Large Solo,43839,YES,Success,
Delivery 4,NEW Items,Large Solo,43854,YES,Success,
Delivery 4,NEW Items,1.25L Solo,43840,YES,Success,
Delivery 4,NEW Items,Regular Sunkist No Sugar,43841,YES,Success,
Delivery 4,NEW Items,Large Sunkist No Sugar,43842,YES,Success,
Delivery 4,NEW Items,1.25L Sunkist No Sugar,43843,YES,Success,
Delivery 4,NEW Items,Regular Sunkist,43845,YES,Success,
Delivery 4,NEW Items,Large Sunkist,43846,YES,Success,
Delivery 4,NEW Items,Jalapeno Mayo Dip,44003,YES,Success,
Delivery 5,NEW products,Zinger® Burger,32879,YES,Success,
Delivery 5,NEW products,Zinger® Burger Combo,32880,YES,Success,
Delivery 5,NEW products,Double Tender™ Burger,32886,YES,Success,
Delivery 5,NEW products,Zinger® Bacon & Cheese Burger,32887,YES,Success,
Delivery 5,NEW products,Zinger® Crunch Burger™,32888,YES,Success,
Delivery 5,NEW products,Original Crispy Burger,32889,YES,Success,
Delivery 5,NEW products,Original Crispy Bacon & Cheese Burger,32890,YES,Success,
Delivery 5,NEW products,Original Crispy BBQ Bacon Stacker® Burger,32891,YES,Success,
Delivery 5,NEW products,Zinger Stacker® Burger,32892,YES,Success,
Delivery 5,NEW products,Original Pepper Mayo Slider,32897,YES,Success,
Delivery 5,NEW products,Original BBQ Slider,32898,YES,Success,
Delivery 5,NEW products,Original Crunch Twister® ,32899,YES,Success,
Delivery 5,NEW products,Zinger® Crunch Twister®  ,32900,YES,Success,
Delivery 5,NEW products,"Original Supercharged Slider ",32901,YES,Success,
Delivery 5,NEW products,Regular Potato & Gravy,32904,YES,Success,
Delivery 5,NEW products,Large Potato & Gravy,32905,YES,Success,
Delivery 5,NEW products,Regular Coleslaw,32906,YES,Success,
Delivery 5,NEW products,Large Coleslaw,32907,YES,Success,
Delivery 5,NEW products,Regular Gravy,32908,YES,Success,
Delivery 5,NEW products,Crunchy Jalapeno Slaw,32909,YES,Success,
Delivery 5,NEW products,Dinner Roll,32910,YES,Success,
Delivery 5,NEW products,Double Chocolate Mousse,32911,YES,Success,
Delivery 5,NEW products,Original Tenders™ Crunch Bowl,32912,YES,Success,
Delivery 5,NEW products,Zinger® Crunch Bowl,32913,YES,Success,
Delivery 5,NEW products,Go Bucket® 2 Wicked Wings®,32914,YES,Success,
Delivery 5,NEW products,Go Bucket® 1 Original Tender™,32915,YES,Success,
Delivery 5,NEW products,Go Bucket® Popcorn Chicken®,32916,YES,Success,
Delivery 5,NEW products,Go Bucket® 3 Nuggets,32917,YES,Success,
Delivery 5,NEW products,1 Piece of Chicken,32922,YES,Success,
Delivery 5,NEW products,6 Pieces of Chicken,32923,YES,Success,
Delivery 5,NEW products,21 Pieces of Chicken,32924,YES,Success,
Delivery 5,NEW products,3 Wicked Wings®,32925,YES,Success,
Delivery 5,NEW products,6 Wicked Wings®,32926,YES,Success,
Delivery 5,NEW products,10 Wicked Wings®,32927,YES,Success,
Delivery 5,NEW products,Zinger® Fillet Piece,32928,YES,Success,
Delivery 5,NEW products,Original Crispy Fillet Piece,32929,YES,Success,
Delivery 5,NEW products,3 Pieces Hot & Crispy™,32930,YES,Success,
Delivery 5,NEW products,"6 Pieces Hot & Crispy™ ",32931,YES,Success,
Delivery 5,NEW products,3 Original Tenders™,32932,YES,Success,
Delivery 5,NEW products,5 Original Tenders™,32933,YES,Success,
Delivery 5,NEW products,6 Nuggets,32934,YES,Success,
Delivery 5,NEW products,10 Nuggets,32935,YES,Success,
Delivery 5,NEW products,Regular Popcorn Chicken®,32936,YES,Success,
Delivery 5,NEW products,Maxi Popcorn Chicken®,32937,YES,Success,
Delivery 5,NEW products,Snack Popcorn Chicken®,32938,YES,Success,
Delivery 5,NEW products,Double Tender™ Burger Combo,32939,YES,Success,
Delivery 5,NEW products,Zinger Stacker® Burger Combo,32940,YES,Success,
Delivery 5,NEW products,Original Crispy Burger Combo,32941,YES,Success,
Delivery 5,NEW products,"Zinger® Crunch Burger™ Combo ",32942,YES,Success,
Delivery 5,NEW products,Original Crispy Bacon & Cheese Burger Combo,32943,YES,Success,
Delivery 5,NEW products,Original Crispy BBQ Bacon Stacker® Burger Combo,32944,YES,Success,
Delivery 5,NEW products,Zinger® Bacon & Cheese Burger Combo,32945,YES,Success,
Delivery 5,NEW products,Original Crunch Twister® Combo,32946,YES,Success,
Delivery 5,NEW products,"Zinger® Crunch Twister® Combo ",32947,YES,Success,
Delivery 5,NEW products,Zinger® Crunch Bowl Combo,32948,YES,Success,
